row_id,ISIS,linkage_position_1based,between_nt_1based,linkage,is_PS,is_PO,is_unknown_linkage
497,596309,19,19-20,PS,True,False,False
498,596310,1,1-2,PS,True,False,False
498,596310,2,2-3,PS,True,False,False
498,596310,3,3-4,PS,True,False,False
498,596310,4,4-5,PS,True,False,False
498,596310,5,5-6,PS,True,False,False
498,596310,6,6-7,PS,True,False,False
498,596310,7,7-8,PS,True,False,False
498,596310,8,8-9,PS,True,False,False
498,596310,9,9-10,PS,True,False,False
498,596310,10,10-11,PS,True,False,False
498,596310,11,11-12,PS,True,False,False
498,596310,12,12-13,PS,True,False,False
498,596310,13,13-14,PS,True,False,False
498,596310,14,14-15,PS,True,False,False
498,596310,15,15-16,PS,True,False,False
498,596310,16,16-17,PS,True,False,False
498,596310,17,17-18,PS,True,False,False
498,596310,18,18-19,PS,True,False,False
498,596310,19,19-20,PS,True,False,False
499,596311,1,1-2,PS,True,False,False
499,596311,2,2-3,PS,True,False,False
499,596311,3,3-4,PS,True,False,False
499,596311,4,4-5,PS,True,False,False
499,596311,5,5-6,PS,True,False,False
499,596311,6,6-7,PS,True,False,False
499,596311,7,7-8,PS,True,False,False
499,596311,8,8-9,PS,True,False,False
499,596311,9,9-10,PS,True,False,False
499,596311,10,10-11,PS,True,False,False
499,596311,11,11-12,PS,True,False,False
499,596311,12,12-13,PS,True,False,False
499,596311,13,13-14,PS,True,False,False
499,596311,14,14-15,PS,True,False,False
499,596311,15,15-16,PS,True,False,False
499,596311,16,16-17,PS,True,False,False
499,596311,17,17-18,PS,True,False,False
499,596311,18,18-19,PS,True,False,False
499,596311,19,19-20,PS,True,False,False
500,596312,1,1-2,PS,True,False,False
500,596312,2,2-3,PS,True,False,False
500,596312,3,3-4,PS,True,False,False
500,596312,4,4-5,PS,True,False,False
500,596312,5,5-6,PS,True,False,False
500,596312,6,6-7,PS,True,False,False
500,596312,7,7-8,PS,True,False,False
500,596312,8,8-9,PS,True,False,False
500,596312,9,9-10,PS,True,False,False
500,596312,10,10-11,PS,True,False,False
500,596312,11,11-12,PS,True,False,False
500,596312,12,12-13,PS,True,False,False
500,596312,13,13-14,PS,True,False,False
500,596312,14,14-15,PS,True,False,False
500,596312,15,15-16,PS,True,False,False
500,596312,16,16-17,PS,True,False,False
500,596312,17,17-18,PS,True,False,False
500,596312,18,18-19,PS,True,False,False
500,596312,19,19-20,PS,True,False,False
501,596313,1,1-2,PS,True,False,False
501,596313,2,2-3,PS,True,False,False
501,596313,3,3-4,PS,True,False,False
501,596313,4,4-5,PS,True,False,False
501,596313,5,5-6,PS,True,False,False
501,596313,6,6-7,PS,True,False,False
501,596313,7,7-8,PS,True,False,False
501,596313,8,8-9,PS,True,False,False
501,596313,9,9-10,PS,True,False,False
501,596313,10,10-11,PS,True,False,False
501,596313,11,11-12,PS,True,False,False
501,596313,12,12-13,PS,True,False,False
501,596313,13,13-14,PS,True,False,False
501,596313,14,14-15,PS,True,False,False
501,596313,15,15-16,PS,True,False,False
501,596313,16,16-17,PS,True,False,False
501,596313,17,17-18,PS,True,False,False
501,596313,18,18-19,PS,True,False,False
501,596313,19,19-20,PS,True,False,False
502,596314,1,1-2,PS,True,False,False
502,596314,2,2-3,PS,True,False,False
502,596314,3,3-4,PS,True,False,False
502,596314,4,4-5,PS,True,False,False
502,596314,5,5-6,PS,True,False,False
502,596314,6,6-7,PS,True,False,False
502,596314,7,7-8,PS,True,False,False
502,596314,8,8-9,PS,True,False,False
502,596314,9,9-10,PS,True,False,False
502,596314,10,10-11,PS,True,False,False
502,596314,11,11-12,PS,True,False,False
502,596314,12,12-13,PS,True,False,False
502,596314,13,13-14,PS,True,False,False
502,596314,14,14-15,PS,True,False,False
502,596314,15,15-16,PS,True,False,False
502,596314,16,16-17,PS,True,False,False
502,596314,17,17-18,PS,True,False,False
502,596314,18,18-19,PS,True,False,False
502,596314,19,19-20,PS,True,False,False
503,596315,1,1-2,PS,True,False,False
503,596315,2,2-3,PS,True,False,False
503,596315,3,3-4,PS,True,False,False
503,596315,4,4-5,PS,True,False,False
503,596315,5,5-6,PS,True,False,False
503,596315,6,6-7,PS,True,False,False
503,596315,7,7-8,PS,True,False,False
503,596315,8,8-9,PS,True,False,False
503,596315,9,9-10,PS,True,False,False
503,596315,10,10-11,PS,True,False,False
503,596315,11,11-12,PS,True,False,False
503,596315,12,12-13,PS,True,False,False
503,596315,13,13-14,PS,True,False,False
503,596315,14,14-15,PS,True,False,False
503,596315,15,15-16,PS,True,False,False
503,596315,16,16-17,PS,True,False,False
503,596315,17,17-18,PS,True,False,False
503,596315,18,18-19,PS,True,False,False
503,596315,19,19-20,PS,True,False,False
504,596316,1,1-2,PS,True,False,False
504,596316,2,2-3,PS,True,False,False
504,596316,3,3-4,PS,True,False,False
504,596316,4,4-5,PS,True,False,False
504,596316,5,5-6,PS,True,False,False
504,596316,6,6-7,PS,True,False,False
504,596316,7,7-8,PS,True,False,False
504,596316,8,8-9,PS,True,False,False
504,596316,9,9-10,PS,True,False,False
504,596316,10,10-11,PS,True,False,False
504,596316,11,11-12,PS,True,False,False
504,596316,12,12-13,PS,True,False,False
504,596316,13,13-14,PS,True,False,False
504,596316,14,14-15,PS,True,False,False
504,596316,15,15-16,PS,True,False,False
504,596316,16,16-17,PS,True,False,False
504,596316,17,17-18,PS,True,False,False
504,596316,18,18-19,PS,True,False,False
504,596316,19,19-20,PS,True,False,False
505,596317,1,1-2,PS,True,False,False
505,596317,2,2-3,PS,True,False,False
505,596317,3,3-4,PS,True,False,False
505,596317,4,4-5,PS,True,False,False
505,596317,5,5-6,PS,True,False,False
505,596317,6,6-7,PS,True,False,False
505,596317,7,7-8,PS,True,False,False
505,596317,8,8-9,PS,True,False,False
505,596317,9,9-10,PS,True,False,False
505,596317,10,10-11,PS,True,False,False
505,596317,11,11-12,PS,True,False,False
505,596317,12,12-13,PS,True,False,False
505,596317,13,13-14,PS,True,False,False
505,596317,14,14-15,PS,True,False,False
505,596317,15,15-16,PS,True,False,False
505,596317,16,16-17,PS,True,False,False
505,596317,17,17-18,PS,True,False,False
505,596317,18,18-19,PS,True,False,False
505,596317,19,19-20,PS,True,False,False
506,596318,1,1-2,PS,True,False,False
506,596318,2,2-3,PS,True,False,False
506,596318,3,3-4,PS,True,False,False
506,596318,4,4-5,PS,True,False,False
506,596318,5,5-6,PS,True,False,False
506,596318,6,6-7,PS,True,False,False
506,596318,7,7-8,PS,True,False,False
506,596318,8,8-9,PS,True,False,False
506,596318,9,9-10,PS,True,False,False
506,596318,10,10-11,PS,True,False,False
506,596318,11,11-12,PS,True,False,False
506,596318,12,12-13,PS,True,False,False
506,596318,13,13-14,PS,True,False,False
506,596318,14,14-15,PS,True,False,False
506,596318,15,15-16,PS,True,False,False
506,596318,16,16-17,PS,True,False,False
506,596318,17,17-18,PS,True,False,False
506,596318,18,18-19,PS,True,False,False
506,596318,19,19-20,PS,True,False,False
507,596319,1,1-2,PS,True,False,False
507,596319,2,2-3,PS,True,False,False
507,596319,3,3-4,PS,True,False,False
507,596319,4,4-5,PS,True,False,False
507,596319,5,5-6,PS,True,False,False
507,596319,6,6-7,PS,True,False,False
507,596319,7,7-8,PS,True,False,False
507,596319,8,8-9,PS,True,False,False
507,596319,9,9-10,PS,True,False,False
507,596319,10,10-11,PS,True,False,False
507,596319,11,11-12,PS,True,False,False
507,596319,12,12-13,PS,True,False,False
507,596319,13,13-14,PS,True,False,False
507,596319,14,14-15,PS,True,False,False
507,596319,15,15-16,PS,True,False,False
507,596319,16,16-17,PS,True,False,False
507,596319,17,17-18,PS,True,False,False
507,596319,18,18-19,PS,True,False,False
507,596319,19,19-20,PS,True,False,False
508,596320,1,1-2,PS,True,False,False
508,596320,2,2-3,PS,True,False,False
508,596320,3,3-4,PS,True,False,False
508,596320,4,4-5,PS,True,False,False
508,596320,5,5-6,PS,True,False,False
508,596320,6,6-7,PS,True,False,False
508,596320,7,7-8,PS,True,False,False
508,596320,8,8-9,PS,True,False,False
508,596320,9,9-10,PS,True,False,False
508,596320,10,10-11,PS,True,False,False
508,596320,11,11-12,PS,True,False,False
508,596320,12,12-13,PS,True,False,False
508,596320,13,13-14,PS,True,False,False
508,596320,14,14-15,PS,True,False,False
508,596320,15,15-16,PS,True,False,False
508,596320,16,16-17,PS,True,False,False
508,596320,17,17-18,PS,True,False,False
508,596320,18,18-19,PS,True,False,False
508,596320,19,19-20,PS,True,False,False
509,596321,1,1-2,PS,True,False,False
509,596321,2,2-3,PS,True,False,False
509,596321,3,3-4,PS,True,False,False
509,596321,4,4-5,PS,True,False,False
509,596321,5,5-6,PS,True,False,False
509,596321,6,6-7,PS,True,False,False
509,596321,7,7-8,PS,True,False,False
509,596321,8,8-9,PS,True,False,False
509,596321,9,9-10,PS,True,False,False
509,596321,10,10-11,PS,True,False,False
509,596321,11,11-12,PS,True,False,False
509,596321,12,12-13,PS,True,False,False
509,596321,13,13-14,PS,True,False,False
509,596321,14,14-15,PS,True,False,False
509,596321,15,15-16,PS,True,False,False
509,596321,16,16-17,PS,True,False,False
509,596321,17,17-18,PS,True,False,False
509,596321,18,18-19,PS,True,False,False
509,596321,19,19-20,PS,True,False,False
510,596322,1,1-2,PS,True,False,False
510,596322,2,2-3,PS,True,False,False
510,596322,3,3-4,PS,True,False,False
510,596322,4,4-5,PS,True,False,False
510,596322,5,5-6,PS,True,False,False
510,596322,6,6-7,PS,True,False,False
510,596322,7,7-8,PS,True,False,False
510,596322,8,8-9,PS,True,False,False
510,596322,9,9-10,PS,True,False,False
510,596322,10,10-11,PS,True,False,False
510,596322,11,11-12,PS,True,False,False
510,596322,12,12-13,PS,True,False,False
510,596322,13,13-14,PS,True,False,False
510,596322,14,14-15,PS,True,False,False
510,596322,15,15-16,PS,True,False,False
510,596322,16,16-17,PS,True,False,False
510,596322,17,17-18,PS,True,False,False
510,596322,18,18-19,PS,True,False,False
510,596322,19,19-20,PS,True,False,False
511,596323,1,1-2,PS,True,False,False
511,596323,2,2-3,PS,True,False,False
511,596323,3,3-4,PS,True,False,False
511,596323,4,4-5,PS,True,False,False
511,596323,5,5-6,PS,True,False,False
511,596323,6,6-7,PS,True,False,False
511,596323,7,7-8,PS,True,False,False
511,596323,8,8-9,PS,True,False,False
511,596323,9,9-10,PS,True,False,False
511,596323,10,10-11,PS,True,False,False
511,596323,11,11-12,PS,True,False,False
511,596323,12,12-13,PS,True,False,False
511,596323,13,13-14,PS,True,False,False
511,596323,14,14-15,PS,True,False,False
511,596323,15,15-16,PS,True,False,False
511,596323,16,16-17,PS,True,False,False
511,596323,17,17-18,PS,True,False,False
511,596323,18,18-19,PS,True,False,False
511,596323,19,19-20,PS,True,False,False
512,596324,1,1-2,PS,True,False,False
512,596324,2,2-3,PS,True,False,False
512,596324,3,3-4,PS,True,False,False
512,596324,4,4-5,PS,True,False,False
512,596324,5,5-6,PS,True,False,False
512,596324,6,6-7,PS,True,False,False
512,596324,7,7-8,PS,True,False,False
512,596324,8,8-9,PS,True,False,False
512,596324,9,9-10,PS,True,False,False
512,596324,10,10-11,PS,True,False,False
512,596324,11,11-12,PS,True,False,False
512,596324,12,12-13,PS,True,False,False
512,596324,13,13-14,PS,True,False,False
512,596324,14,14-15,PS,True,False,False
512,596324,15,15-16,PS,True,False,False
512,596324,16,16-17,PS,True,False,False
512,596324,17,17-18,PS,True,False,False
512,596324,18,18-19,PS,True,False,False
512,596324,19,19-20,PS,True,False,False
513,596325,1,1-2,PS,True,False,False
513,596325,2,2-3,PS,True,False,False
513,596325,3,3-4,PS,True,False,False
513,596325,4,4-5,PS,True,False,False
513,596325,5,5-6,PS,True,False,False
513,596325,6,6-7,PS,True,False,False
513,596325,7,7-8,PS,True,False,False
513,596325,8,8-9,PS,True,False,False
513,596325,9,9-10,PS,True,False,False
513,596325,10,10-11,PS,True,False,False
513,596325,11,11-12,PS,True,False,False
513,596325,12,12-13,PS,True,False,False
513,596325,13,13-14,PS,True,False,False
513,596325,14,14-15,PS,True,False,False
513,596325,15,15-16,PS,True,False,False
513,596325,16,16-17,PS,True,False,False
513,596325,17,17-18,PS,True,False,False
513,596325,18,18-19,PS,True,False,False
513,596325,19,19-20,PS,True,False,False
514,596326,1,1-2,PS,True,False,False
514,596326,2,2-3,PS,True,False,False
514,596326,3,3-4,PS,True,False,False
514,596326,4,4-5,PS,True,False,False
514,596326,5,5-6,PS,True,False,False
514,596326,6,6-7,PS,True,False,False
514,596326,7,7-8,PS,True,False,False
514,596326,8,8-9,PS,True,False,False
514,596326,9,9-10,PS,True,False,False
514,596326,10,10-11,PS,True,False,False
514,596326,11,11-12,PS,True,False,False
514,596326,12,12-13,PS,True,False,False
514,596326,13,13-14,PS,True,False,False
514,596326,14,14-15,PS,True,False,False
514,596326,15,15-16,PS,True,False,False
514,596326,16,16-17,PS,True,False,False
514,596326,17,17-18,PS,True,False,False
514,596326,18,18-19,PS,True,False,False
514,596326,19,19-20,PS,True,False,False
515,596327,1,1-2,PS,True,False,False
515,596327,2,2-3,PS,True,False,False
515,596327,3,3-4,PS,True,False,False
515,596327,4,4-5,PS,True,False,False
515,596327,5,5-6,PS,True,False,False
515,596327,6,6-7,PS,True,False,False
515,596327,7,7-8,PS,True,False,False
515,596327,8,8-9,PS,True,False,False
515,596327,9,9-10,PS,True,False,False
515,596327,10,10-11,PS,True,False,False
515,596327,11,11-12,PS,True,False,False
515,596327,12,12-13,PS,True,False,False
515,596327,13,13-14,PS,True,False,False
515,596327,14,14-15,PS,True,False,False
515,596327,15,15-16,PS,True,False,False
515,596327,16,16-17,PS,True,False,False
515,596327,17,17-18,PS,True,False,False
515,596327,18,18-19,PS,True,False,False
515,596327,19,19-20,PS,True,False,False
516,596328,1,1-2,PS,True,False,False
516,596328,2,2-3,PS,True,False,False
516,596328,3,3-4,PS,True,False,False
516,596328,4,4-5,PS,True,False,False
516,596328,5,5-6,PS,True,False,False
516,596328,6,6-7,PS,True,False,False
516,596328,7,7-8,PS,True,False,False
516,596328,8,8-9,PS,True,False,False
516,596328,9,9-10,PS,True,False,False
516,596328,10,10-11,PS,True,False,False
516,596328,11,11-12,PS,True,False,False
516,596328,12,12-13,PS,True,False,False
516,596328,13,13-14,PS,True,False,False
516,596328,14,14-15,PS,True,False,False
516,596328,15,15-16,PS,True,False,False
516,596328,16,16-17,PS,True,False,False
516,596328,17,17-18,PS,True,False,False
516,596328,18,18-19,PS,True,False,False
516,596328,19,19-20,PS,True,False,False
517,596329,1,1-2,PS,True,False,False
517,596329,2,2-3,PS,True,False,False
517,596329,3,3-4,PS,True,False,False
517,596329,4,4-5,PS,True,False,False
517,596329,5,5-6,PS,True,False,False
517,596329,6,6-7,PS,True,False,False
517,596329,7,7-8,PS,True,False,False
517,596329,8,8-9,PS,True,False,False
517,596329,9,9-10,PS,True,False,False
517,596329,10,10-11,PS,True,False,False
517,596329,11,11-12,PS,True,False,False
517,596329,12,12-13,PS,True,False,False
517,596329,13,13-14,PS,True,False,False
517,596329,14,14-15,PS,True,False,False
517,596329,15,15-16,PS,True,False,False
517,596329,16,16-17,PS,True,False,False
517,596329,17,17-18,PS,True,False,False
517,596329,18,18-19,PS,True,False,False
517,596329,19,19-20,PS,True,False,False
518,596330,1,1-2,PS,True,False,False
518,596330,2,2-3,PS,True,False,False
518,596330,3,3-4,PS,True,False,False
518,596330,4,4-5,PS,True,False,False
518,596330,5,5-6,PS,True,False,False
518,596330,6,6-7,PS,True,False,False
518,596330,7,7-8,PS,True,False,False
518,596330,8,8-9,PS,True,False,False
518,596330,9,9-10,PS,True,False,False
518,596330,10,10-11,PS,True,False,False
518,596330,11,11-12,PS,True,False,False
518,596330,12,12-13,PS,True,False,False
518,596330,13,13-14,PS,True,False,False
518,596330,14,14-15,PS,True,False,False
518,596330,15,15-16,PS,True,False,False
518,596330,16,16-17,PS,True,False,False
518,596330,17,17-18,PS,True,False,False
518,596330,18,18-19,PS,True,False,False
518,596330,19,19-20,PS,True,False,False
519,596331,1,1-2,PS,True,False,False
519,596331,2,2-3,PS,True,False,False
519,596331,3,3-4,PS,True,False,False
519,596331,4,4-5,PS,True,False,False
519,596331,5,5-6,PS,True,False,False
519,596331,6,6-7,PS,True,False,False
519,596331,7,7-8,PS,True,False,False
519,596331,8,8-9,PS,True,False,False
519,596331,9,9-10,PS,True,False,False
519,596331,10,10-11,PS,True,False,False
519,596331,11,11-12,PS,True,False,False
519,596331,12,12-13,PS,True,False,False
519,596331,13,13-14,PS,True,False,False
519,596331,14,14-15,PS,True,False,False
519,596331,15,15-16,PS,True,False,False
519,596331,16,16-17,PS,True,False,False
519,596331,17,17-18,PS,True,False,False
519,596331,18,18-19,PS,True,False,False
519,596331,19,19-20,PS,True,False,False
520,596332,1,1-2,PS,True,False,False
520,596332,2,2-3,PS,True,False,False
520,596332,3,3-4,PS,True,False,False
520,596332,4,4-5,PS,True,False,False
520,596332,5,5-6,PS,True,False,False
520,596332,6,6-7,PS,True,False,False
520,596332,7,7-8,PS,True,False,False
520,596332,8,8-9,PS,True,False,False
520,596332,9,9-10,PS,True,False,False
520,596332,10,10-11,PS,True,False,False
520,596332,11,11-12,PS,True,False,False
520,596332,12,12-13,PS,True,False,False
520,596332,13,13-14,PS,True,False,False
520,596332,14,14-15,PS,True,False,False
520,596332,15,15-16,PS,True,False,False
520,596332,16,16-17,PS,True,False,False
520,596332,17,17-18,PS,True,False,False
520,596332,18,18-19,PS,True,False,False
520,596332,19,19-20,PS,True,False,False
521,596333,1,1-2,PS,True,False,False
521,596333,2,2-3,PS,True,False,False
521,596333,3,3-4,PS,True,False,False
521,596333,4,4-5,PS,True,False,False
521,596333,5,5-6,PS,True,False,False
521,596333,6,6-7,PS,True,False,False
521,596333,7,7-8,PS,True,False,False
521,596333,8,8-9,PS,True,False,False
521,596333,9,9-10,PS,True,False,False
521,596333,10,10-11,PS,True,False,False
521,596333,11,11-12,PS,True,False,False
521,596333,12,12-13,PS,True,False,False
521,596333,13,13-14,PS,True,False,False
521,596333,14,14-15,PS,True,False,False
521,596333,15,15-16,PS,True,False,False
521,596333,16,16-17,PS,True,False,False
521,596333,17,17-18,PS,True,False,False
521,596333,18,18-19,PS,True,False,False
521,596333,19,19-20,PS,True,False,False
522,596334,1,1-2,PS,True,False,False
522,596334,2,2-3,PS,True,False,False
522,596334,3,3-4,PS,True,False,False
522,596334,4,4-5,PS,True,False,False
522,596334,5,5-6,PS,True,False,False
522,596334,6,6-7,PS,True,False,False
522,596334,7,7-8,PS,True,False,False
522,596334,8,8-9,PS,True,False,False
522,596334,9,9-10,PS,True,False,False
522,596334,10,10-11,PS,True,False,False
522,596334,11,11-12,PS,True,False,False
